name,price,change,high_low,volume,marketcap
BLOK/USDT,0.0130340/ 0.0130 USD,0.38 %,0.0134040/0.0127230,"159,649.4006256 USDT",
HERO/USDT,0.0290858/ 0.0291 USD,-5.57 %,0.0310729/0.0287265,"159,614.1350794 USDT",
OCEAN/USDT,0.4759/ 0.476 USD,-0.08 %,0.4937/0.4610,"159,385.1949 USDT",
FINA/USDT,0.1660/ 0.166 USD,-19.22 %,0.2118/0.1609,"159,321.1230 USDT",
CIRUS/USDT,0.1469/ 0.147 USD,-1.28 %,0.1576/0.1461,"158,434.3111 USDT",
DEVO/USDT,0.016450/ 0.0164 USD,-5.16 %,0.017345/0.015747,"157,123.530326 USDT",
MILO/USDT,0.000000042000/ &lt; 0.000001 USD,-2.53 %,0.000000043655/0.000000038670,"156,576.850884019654 USDT",
CLASS/USDT,0.08575231/ 0.0858 USD,-5.47 %,0.09413693/0.07322137,"155,899.88609716 USDT",
WRX/USDT,0.5531/ 0.553 USD,-0.52 %,0.5640/0.5407,"154,415.2291 USDT",
YUMMY/USDT,0.00000879/ 0.000009 USD,-1.79 %,0.00000899/0.00000825,"153,280.65708230 USDT",
STORJ/USDT,0.9756/ 0.976 USD,-1.36 %,0.9948/0.9437,"152,072.2442 USDT",
GMEX/USDT,0.00115155/ 0.00115 USD,4.67 %,0.00120230/0.00109981,"151,630.19122626 USDT",
HEC/TOR,21.549/ 21.54 USD,-0.07 %,23.036/19.189,"151,054.912 TOR",
CHEDDA/USDT,0.000826/ 0.000826 USD,-3.62 %,0.000859/0.000808,"150,847.947570 USDT",
QNT/USDT,101.20/ 101.2 USD,-0.20 %,105.00/98.88,"149,649.43 USDT",
AFEN/USDT,0.00144321/ 0.00144 USD,-9.28 %,0.00159088/0.00133486,"148,064.69850795 USDT",
PKN/USDT,0.01696253/ 0.0170 USD,0.00 %,0.01710415/0.01671189,"146,676.40307584 USDT",
$ORE/USDT,0.01929500/ 0.0193 USD,5.44 %,0.01960000/0.01800192,"146,336.30865705 USDT",
GFCE/USDT,0.9075/ 0.908 USD,-2.10 %,0.9435/0.8979,"146,292.1492 USDT",
FTS/USDT,0.0515/ 0.0515 USD,-5.33 %,0.0594/0.0475,"146,151.8388 USDT",
VHC/USDT,0.02336/ 0.0234 USD,-5.65 %,0.02488/0.02325,"145,308.44529 USDT",
PAF/USDT,0.00547/ 0.00547 USD,-0.73 %,0.00552/0.00540,"144,773.90906 USDT",
GHC/USDT,0.000000009170/ &lt; 0.000001 USD,-0.01 %,0.000000009606/0.000000009132,"144,485.994321717178 USDT",
RSS3/USDT,0.175949/ 0.176 USD,-0.16 %,0.187221/0.172980,"143,965.989062 USDT",
DFA/USDT,0.605/ 0.605 USD,-6.35 %,0.648/0.595,"143,078.686 USDT",
ROCK/USDT,0.04477322/ 0.0448 USD,1.07 %,0.04479617/0.04423941,"141,956.94142914 USDT",
IDNA/USDT,0.064783/ 0.0648 USD,3.05 %,0.066112/0.062848,"140,586.742096 USDT",
NBL/USDT,0.00009992/ 0.000100 USD,4.07 %,0.00010509/0.00009375,"137,762.45986006 USDT",
ACA/USDT,1.119/ 1.12 USD,0.00 %,1.160/1.082,"137,226.331 USDT",
CHICKS/USDT,0.01326/ 0.0133 USD,2.55 %,0.01334/0.01244,"136,977.01159 USDT",
ELON/USDT,0.0000010110/ 0.000001 USD,1.10 %,0.0000011175/0.0000009520,"136,271.7598778062 USDT",
GEC/USDT,0.20780/ 0.208 USD,4.00 %,0.23509/0.18134,"136,189.67080 USDT",
GDT/USDT,0.000000004134/ 0 USD,0.02 %,0.000000004242/0.000000003769,"136,098.651444392258 USDT",
SHIBAMETA/USDT,0.0000000001501386/ 0 USD,3.83 %,0.0000000001800000/0.0000000001383640,"134,495.1278167156242596 USDT",
SIDUS/USDT,0.0087456/ 0.00875 USD,-3.92 %,0.0125000/0.0085821,"134,341.4238731 USDT",
ATHENAS/USDT,0.03460/ 0.0346 USD,-0.09 %,0.03512/0.03393,"133,690.17945 USDT",
QUICK/USDT,161.90/ 161.91 USD,-0.68 %,164.00/157.10,"132,842.72 USDT",
KOM/USDT,0.00348324/ 0.00348 USD,-5.13 %,0.00371302/0.00344579,"131,353.53635650 USDT",
DBX/USDT,0.000156/ 0.000156 USD,13.87 %,0.000161/0.000137,"130,375.125403 USDT",
YARL/USDT,0.03250/ 0.0325 USD,-0.85 %,0.03302/0.02640,"130,081.83370 USDT",
XET/USDT,0.01542/ 0.0154 USD,-0.58 %,0.01557/0.01531,"129,073.82389 USDT",
ALLEY/USDT,0.03410/ 0.0341 USD,-7.81 %,0.03865/0.03353,"128,996.30826 USDT",
UPO/USDT,0.30499/ 0.305 USD,18.34 %,0.33265/0.22500,"128,780.54692 USDT",
GARI/USDT,0.5517/ 0.552 USD,9.03 %,0.5584/0.4915,"128,594.2172 USDT",
AETH/USDT,0.00003919/ 0.000039 USD,-1.93 %,0.00004004/0.00003880,"128,486.91500618 USDT",
LIST/USDT,0.01890/ 0.0189 USD,-0.32 %,0.01918/0.01872,"125,864.53095 USDT",
CTN/USDT,1.6409/ 1.64 USD,-1.81 %,1.8331/1.6207,"123,891.0252 USDT",
WILD/USDT,0.9665/ 0.967 USD,-4.56 %,1.0295/0.9476,"123,472.6573 USDT",
STORE/USDT,0.072113/ 0.0721 USD,24.93 %,0.074875/0.055838,"123,456.485428 USDT",
RACA/USDT,0.00131458/ 0.00131 USD,1.27 %,0.00133395/0.00125245,"122,163.78732864 USDT",
LPT/USDT,24.5500/ 24.55 USD,-0.93 %,24.8500/23.2200,"121,890.0532 USDT",
ZLDA/USDT,0.022836/ 0.0228 USD,1.34 %,0.024218/0.021429,"121,850.367276 USDT",
LAT/USDT,0.045100/ 0.0451 USD,2.27 %,0.045700/0.043500,"121,627.326521 USDT",
RVF/USDT,0.158292/ 0.158 USD,-1.94 %,0.161601/0.153737,"121,537.717720 USDT",
AXL/USDT,0.0002363/ 0.000236 USD,-2.40 %,0.0002435/0.0002348,"121,310.2992520 USDT",
CHEQ/USDT,0.069300/ 0.0693 USD,0.73 %,0.069301/0.066499,"120,402.774220 USDT",
VR/USDT,0.124370/ 0.124 USD,-2.94 %,0.129250/0.124220,"119,470.467268 USDT",
CHECKR/USDT,0.030016/ 0.0300 USD,0.05 %,0.030302/0.030000,"119,450.957644 USDT",
RAY/USDT,2.4371/ 2.44 USD,-0.73 %,2.4890/2.3980,"118,649.3493 USDT",
WPL/USDT,0.000149/ 0.000149 USD,-2.61 %,0.000154/0.000147,"117,978.793212 USDT",
RBT/USDT,0.0200277/ 0.0200 USD,-0.28 %,0.0210227/0.0196783,"116,938.5429554 USDT",
BRG/USDT,0.0303/ 0.0303 USD,-5.61 %,0.0336/0.0243,"115,357.5814 USDT",
TIIM/USDT,0.00962/ 0.00962 USD,-0.31 %,0.01031/0.00820,"114,467.72312 USDT",
BPLC/USDT,0.000316/ 0.000316 USD,5.33 %,0.000316/0.000285,"112,207.769216 USDT",
EGR/USDT,0.003584/ 0.00358 USD,-6.30 %,0.004020/0.003101,"111,917.354214 USDT",
ALTRU/USDT,0.70741620/ 0.707 USD,-0.06 %,0.71865264/0.69243903,"111,278.35881483 USDT",
FUEL/USDT,33.11/ 33.11 USD,0.39 %,33.46/32.74,"110,642.44 USDT",
FTRB/USDT,0.03819/ 0.0382 USD,-2.15 %,0.03935/0.03819,"110,592.91210 USDT",
WWEB3/USDT,751.653/ 751.69 USD,-3.94 %,833.615/724.423,"109,378.382 USDT",
LOOKS/USDT,1.4314/ 1.43 USD,-2.82 %,1.5100/1.3872,"108,781.1223 USDT",
GAMINGSHIBA/USDT,0.00000000004973/ 0 USD,-1.39 %,0.00000000005097/0.00000000004904,"107,601.41796104540990 USDT",
BMFLOKI/USDT,0.0000000000142390/ 0 USD,-3.29 %,0.0000000000147243/0.0000000000125018,"106,376.5920688602926368 USDT",
MIR/USDT,1.2070/ 1.21 USD,2.19 %,1.2310/1.1551,"105,924.5465 USDT",
PUNK/USDT,0.0026/ 0.00260 USD,-7.14 %,0.0032/0.0025,"105,676.2910 USDT",
WOO/USDT,0.42089/ 0.421 USD,0.83 %,0.43047/0.40255,"105,361.06883 USDT",
DCN/USDT,0.00000944/ 0.000009 USD,-8.08 %,0.00001054/0.00000944,"105,093.05551222 USDT",
SAUNA/USDT,0.003108/ 0.00311 USD,-0.45 %,0.003148/0.003044,"100,955.758857 USDT",
HDAO/USDT,0.3415/ 0.342 USD,-3.72 %,0.3549/0.3360,"100,356.3954 USDT",
QUACK/USDT,0.000000001178/ 0 USD,-2.32 %,0.000000001289/0.000000001144,"99,610.137965289972 USDT",
XDC/USDT,0.053276/ 0.0533 USD,-0.72 %,0.054662/0.052668,"99,578.099188 USDT",
XEM/USDT,0.091899/ 0.0919 USD,1.55 %,0.093100/0.087900,"99,436.271450 USDT",
POCHI/USDT,0.00001444/ 0.000014 USD,-4.24 %,0.00001508/0.00001433,"99,254.35931174 USDT",
BAKE/USDT,0.6869/ 0.687 USD,-1.45 %,0.7130/0.6590,"98,798.1683 USDT",
GMEE/USDT,0.0468/ 0.0468 USD,7.09 %,0.0496/0.0351,"98,701.7966 USDT",
FEAR/USDT,0.3820/ 0.382 USD,-4.19 %,0.4000/0.3763,"97,180.4603 USDT",
GNNX/USDT,0.017750/ 0.0178 USD,12.37 %,0.023060/0.013284,"97,096.153058 USDT",
MEVR/USDT,0.140000/ 0.140 USD,-6.67 %,0.320000/0.140000,"96,565.194490 USDT",
GM/USDT,0.000017210/ 0.000017 USD,0.88 %,0.000017687/0.000016376,"95,832.060502952 USDT",
CVC/USDT,0.000000008900/ &lt; 0.000001 USD,-4.03 %,0.000000009998/0.000000008289,"95,671.255273308812 USDT",
DEGO/USDT,2.7798/ 2.78 USD,-1.77 %,2.8900/2.7598,"94,776.2900 USDT",
Yinbi/USDT,0.00021155/ 0.000212 USD,-2.95 %,0.00022056/0.00020686,"94,741.84401616 USDT",
SPELL/USDT,0.0037002/ 0.00370 USD,-1.06 %,0.0038600/0.0035900,"93,381.4780672 USDT",
AVAT/USDT,0.116133/ 0.116 USD,-3.22 %,0.135018/0.114464,"93,142.536788 USDT",
REV/USDT,0.003720/ 0.00372 USD,-10.27 %,0.004199/0.003710,"92,865.484590 USDT",
BICO/USDT,1.1895/ 1.19 USD,3.61 %,1.1911/1.1050,"92,836.1124 USDT",
LAYER/USDT,0.1584/ 0.158 USD,-1.37 %,0.1624/0.1555,"92,488.6998 USDT",
SCONEX/USDT,0.0109/ 0.0109 USD,-15.50 %,0.0188/0.0098,"91,201.9158 USDT",
PTX/USDT,0.0595/ 0.0595 USD,-4.65 %,0.0626/0.0590,"90,853.5528 USDT",
PERP/USDT,3.7501/ 3.75 USD,-1.32 %,3.8400/3.6100,"89,300.0255 USDT",
ETHOS/USDT,0.0134/ 0.0134 USD,0.75 %,0.0137/0.0126,"88,070.0542 USDT",
OPUL/USDT,0.381783/ 0.382 USD,1.01 %,0.399409/0.369203,"86,421.123062 USDT",
KALAM/USDT,0.0349/ 0.0349 USD,-3.06 %,0.0361/0.0346,"83,613.2448 USDT",
DBD/USDT,0.0638/ 0.0638 USD,-1.09 %,0.0747/0.0601,"83,423.8634 USDT",
MGT/USDT,0.002734/ 0.00273 USD,-0.26 %,0.002754/0.002715,"83,025.765586 USDT",
WAL/USDT,0.228799/ 0.229 USD,-5.88 %,0.246500/0.219800,"82,987.778730 USDT",
BHC/USDT,75.960/ 75.96 USD,3.04 %,76.690/73.216,"82,940.198 USDT",
NUGGET/USDT,0.00000000104/ 0 USD,2.97 %,0.00000000111/0.00000000097,"82,541.37429711548 USDT",
WQT/USDT,0.011739/ 0.0117 USD,-0.49 %,0.011907/0.011512,"81,889.492024 USDT",
MBT/USDT,0.003807/ 0.00381 USD,3.34 %,0.003860/0.003597,"81,797.814458 USDT",
BETU/USDT,0.110425/ 0.110 USD,0.39 %,0.110654/0.110000,"80,097.409371 USDT",
BETU/USDT,0.110425/ 0.110 USD,0.39 %,0.110654/0.110000,"80,097.409371 USDT",
YOOSHI/USDT,0.0000002597/ &lt; 0.000001 USD,-1.40 %,0.0000002637/0.0000002506,"79,774.1360172778 USDT",
ARTEX/USDT,0.00850/ 0.00850 USD,9.96 %,0.00871/0.00500,"79,411.85370 USDT",
STI/USDT,1.6195723809/ 1.62 USD,3.35 %,1.6320000000/1.5120000000,"78,420.3578786182 USDT",
RTT/USDT,0.00036796/ 0.000368 USD,-0.61 %,0.00038910/0.00036379,"76,530.53513140 USDT",
SBR/USDT,0.021370/ 0.0214 USD,13.48 %,0.022440/0.017789,"75,941.263602 USDT",
NSUR/USDT,0.000697/ 0.000697 USD,2.35 %,0.000710/0.000679,"75,834.806566 USDT",
DORA/USDT,4.6260/ 4.63 USD,-0.54 %,4.7500/4.4840,"75,068.0940 USDT",
AKITA/USDT,0.00000065399/ &lt; 0.000001 USD,-1.95 %,0.00000066844/0.00000064399,"74,648.89304899920 USDT",
ARES/USDT,0.00602/ 0.00602 USD,-10.95 %,0.00677/0.00600,"74,013.60362 USDT",
VTHO/USDT,0.003582/ 0.00358 USD,0.56 %,0.003703/0.003498,"73,900.416710 USDT",
XLPG/USDT,0.2310/ 0.231 USD,-0.22 %,0.2338/0.2274,"73,790.8046 USDT",
MINA/USDT,2.0229/ 2.02 USD,2.63 %,2.0985/1.9159,"73,524.5287 USDT",
ARX/USDT,0.00733/ 0.00733 USD,-6.51 %,0.00798/0.00693,"73,443.89352 USDT",
EPIC/USDT,1.2987/ 1.3 USD,-13.47 %,1.6483/0.7001,"73,437.6422 USDT",
WCSOV/USDT,0.0515/ 0.0515 USD,-1.34 %,0.0528/0.0511,"73,309.0728 USDT",
G1X/USDT,0.02996035/ 0.0300 USD,0.12 %,0.03082946/0.02991027,"73,251.39556196 USDT",
CTT/USDT,4.61/ 4.61 USD,-1.28 %,5.34/4.57,"72,809.77 USDT",
XAVA/USDT,2.8772/ 2.88 USD,-1.96 %,2.9589/2.8289,"71,313.7283 USDT",
CDTC/USDT,0.002430/ 0.00243 USD,1.93 %,0.002477/0.002315,"70,270.903340 USDT",
SEON/USDT,0.00812/ 0.00812 USD,-6.56 %,0.00871/0.00804,"69,797.79773 USDT",
FALCONS/USDT,0.033501/ 0.0335 USD,1.31 %,0.034642/0.032518,"69,142.365994 USDT",
GMD/USDT,0.013057/ 0.0131 USD,-1.07 %,0.014174/0.012019,"68,941.139319 USDT",
WGC/USDT,0.581243/ 0.581 USD,-3.02 %,0.599419/0.575125,"68,395.176988 USDT",
AMC/USDT,0.0657/ 0.0657 USD,0.00 %,0.0667/0.0643,"65,255.8247 USDT",
PLEX/USDT,1.3744/ 1.37 USD,-4.94 %,1.4458/1.3562,"64,873.2608 USDT",
CSPD/USDT,0.00571123/ 0.00571 USD,-7.86 %,0.00619871/0.00571112,"64,080.61904054 USDT",
BLXM/USDT,0.547/ 0.547 USD,-4.87 %,0.611/0.514,"63,804.391 USDT",
LYXE/USDT,11.630/ 11.63 USD,0.22 %,11.994/11.100,"62,432.970 USDT",
RARI/USDT,6.3190/ 6.32 USD,-5.33 %,6.7230/6.2389,"61,827.8809 USDT",
UMA/USDT,5.5829/ 5.58 USD,-3.28 %,5.8040/5.4870,"61,705.4120 USDT",
POLY/USDT,0.389700/ 0.390 USD,1.22 %,0.401200/0.378200,"61,605.345538 USDT",
MAKI/USDT,0.0126/ 0.0126 USD,-3.08 %,0.0141/0.0112,"60,676.3135 USDT",
GMR/USDT,0.0240/ 0.0240 USD,0.42 %,0.0260/0.0232,"57,984.6600 USDT",
$CRDN/USDT,0.0283/ 0.0283 USD,2.91 %,0.0313/0.0265,"57,243.3178 USDT",
LUFFY/USDT,0.0000000004542/ 0 USD,8.27 %,0.0000000004832/0.0000000003832,"56,837.9892440282998 USDT",
KAINET/USDT,0.007151/ 0.00715 USD,-0.79 %,0.007297/0.007091,"55,077.336388 USDT",
CHECK/USDT,0.0000582537/ 0.000058 USD,-0.18 %,0.0000595517/0.0000572490,"54,056.6168034696 USDT",
LTC/USDC,100.20/ 100.19 USD,-0.10 %,101.88/96.40,"53,675.73 USDC",
AVG/USDT,0.31390/ 0.314 USD,-3.15 %,0.36350/0.28420,"53,632.49854 USDT",
CFXT/USDT,0.00218393/ 0.00218 USD,9.75 %,0.00222449/0.00199000,"53,383.52668690 USDT",
TRAVA/USDT,0.0025/ 0.00250 USD,4.17 %,0.0026/0.0024,"53,239.2068 USDT",
GLD/USDT,0.0326/ 0.0326 USD,18.12 %,0.0378/0.0275,"51,510.8172 USDT",
PLT/USDT,11.360/ 11.36 USD,-15.73 %,14.843/10.786,"50,724.071 USDT",
CAST/USDT,0.234/ 0.234 USD,8.33 %,0.325/0.213,"50,599.490 USDT",
DAOVC/USDT,0.023479/ 0.0235 USD,1.28 %,0.033300/0.022918,"50,569.900427 USDT",
PIG/USDT,0.000000039502/ &lt; 0.000001 USD,-1.77 %,0.000000040840/0.000000038599,"50,331.512665717488 USDT",
WTON/USDT,0.369404/ 0.369 USD,2.75 %,0.377472/0.350302,"49,481.966053 USDT",
BHAX/USDT,0.0107259/ 0.0107 USD,-0.40 %,0.0108279/0.0107081,"49,050.0599898 USDT",
DRSL/USDT,0.00001192/ 0.000012 USD,14.95 %,0.00001689/0.00001004,"48,891.02506778 USDT",
MONS/USDT,0.07511/ 0.0751 USD,4.93 %,0.07908/0.07155,"48,422.87122 USDT",
BBT/USDT,0.00283/ 0.00283 USD,-2.41 %,0.00305/0.00269,"48,026.08038 USDT",
OMI/USDT,0.00251968/ 0.00252 USD,-7.21 %,0.00271549/0.00246728,"47,227.19058312 USDT",
BXTB/USDT,0.000179/ 0.000179 USD,-17.51 %,0.000220/0.000140,"46,947.837088 USDT",
GEL/USDT,0.75020/ 0.750 USD,7.20 %,0.75020/0.67600,"46,458.46192 USDT",
HODL/USDT,0.000000002314/ 0 USD,1.71 %,0.000000002719/0.000000002198,"46,167.248143554916 USDT",
FAKT/USDT,0.0361/ 0.0361 USD,-2.17 %,0.0384/0.0360,"45,989.3148 USDT",
LEASH/USDT,885.64/ 885.68 USD,-1.30 %,908.84/870.10,"45,902.79 USDT",
HOTCROSS/USDT,0.161055/ 0.161 USD,-14.01 %,0.188873/0.152888,"45,695.831312 USDT",
LITH/USDT,0.0034500/ 0.00345 USD,-7.51 %,0.0037300/0.0033969,"45,691.8866756 USDT",
ANC/USDT,1.9190/ 1.92 USD,1.48 %,1.9550/1.8400,"45,595.8201 USDT",
THG/USDT,0.6205/ 0.620 USD,-1.05 %,0.6382/0.6054,"44,709.5226 USDT",
RLY/USDT,0.1444/ 0.144 USD,-0.48 %,0.1482/0.1407,"42,389.8347 USDT",
DUET/USDT,0.1076/ 0.108 USD,7.82 %,0.1373/0.0883,"42,261.7033 USDT",
ZOON/USDT,0.001597/ 0.00160 USD,-7.21 %,0.001723/0.001573,"42,051.084686 USDT",
RARE/USDT,0.5471/ 0.547 USD,-1.25 %,0.5581/0.5280,"41,717.1236 USDT",
TNNS/USDT,0.064154/ 0.0642 USD,2.66 %,0.080495/0.054555,"41,609.665366 USDT",
KIBA/USDT,0.00004148/ 0.000042 USD,10.03 %,0.00004600/0.00003400,"40,636.67947158 USDT",
ANML/USDT,0.00884604/ 0.00885 USD,-6.38 %,0.00949873/0.00880000,"39,554.47612068 USDT",
DNF/USDT,0.0158/ 0.0158 USD,-10.23 %,0.0203/0.0157,"39,269.9588 USDT",
UPI/USDT,0.0492/ 0.0492 USD,3.14 %,0.0527/0.0466,"39,164.9030 USDT",
LSP/USDT,0.02302/ 0.0230 USD,-2.42 %,0.02360/0.02287,"38,221.84860 USDT",
PLANETS/USDT,0.0506/ 0.0506 USD,-1.94 %,0.0568/0.0482,"37,884.3381 USDT",
HMT/USDT,0.3301/ 0.330 USD,-0.96 %,0.3599/0.3301,"37,562.5625 USDT",
LARIX/USDT,0.002855/ 0.00285 USD,-2.89 %,0.002951/0.002832,"37,396.741956 USDT",
$SANDWICH/USDT,0.00388300/ 0.00388 USD,3.96 %,0.00401401/0.00359200,"36,658.83284563 USDT",
MMETA/USDT,0.357/ 0.357 USD,6.25 %,0.370/0.306,"36,598.650 USDT",
KLV/USDT,0.0336/ 0.0336 USD,-2.61 %,0.0410/0.0284,"35,242.3468 USDT",
INDI/USDT,0.3243/ 0.324 USD,-2.47 %,0.3326/0.3239,"35,189.7819 USDT",
KATA/USDT,0.000412/ 0.000412 USD,7.85 %,0.000449/0.000368,"34,396.562648 USDT",
PKT/USDT,0.00551/ 0.00551 USD,6.78 %,0.00670/0.00498,"34,324.39152 USDT",
ASS/USDT,0.0000000010079/ 0 USD,-1.22 %,0.0000000010440/0.0000000010000,"34,257.7990371422688 USDT",
DODI/USDT,0.00400/ 0.00400 USD,-5.66 %,0.00424/0.00305,"34,109.14514 USDT",
GOAL/USDT,0.6800/ 0.680 USD,-0.40 %,0.6848/0.6792,"34,070.8087 USDT",
BABY/USDT,0.2801/ 0.280 USD,0.47 %,0.2880/0.2754,"33,547.2198 USDT",
RIT20/USDT,0.0090/ 0.00900 USD,-5.26 %,0.0105/0.0088,"32,647.7491 USDT",
SOLAR/USDT,0.027000/ 0.0270 USD,-7.28 %,0.029534/0.024650,"32,277.306138 USDT",
$MESA/USDT,0.0000003491/ &lt; 0.000001 USD,-1.69 %,0.0000003600/0.0000003455,"32,246.5509413722 USDT",
BSV/USDT,77.5386/ 77.54 USD,-0.30 %,78.5038/75.9430,"31,950.7939 USDT",
O3/USDT,0.3040/ 0.304 USD,-2.12 %,0.3119/0.2998,"31,406.9925 USDT",
JRIT/USDT,0.237758/ 0.238 USD,1.99 %,0.247164/0.232066,"30,121.505624 USDT",
BERS/USDT,0.00950005/ 0.00950 USD,-5.06 %,0.01000629/0.00950005,"29,896.60020352 USDT",
ACU/USDT,13.8018/ 13.8 USD,1.25 %,14.0358/13.1612,"29,255.8745 USDT",
DOGECOIN/USDT,0.00000000637/ &lt; 0.000001 USD,10.78 %,0.00000000649/0.00000000575,"29,236.11713353458 USDT",
REUM/USDT,0.000000000257/ 0 USD,0.39 %,0.000000000278/0.000000000255,"29,233.365711062272 USDT",
UBT/USDT,0.61042772/ 0.610 USD,-4.87 %,0.69925808/0.56814996,"29,129.88275184 USDT",
STMX/USDT,0.01671897/ 0.0167 USD,0.83 %,0.01687933/0.01607200,"28,850.01176103 USDT",
VAB/USDT,0.00570350/ 0.00570 USD,0.45 %,0.00588343/0.00496344,"28,628.26179311 USDT",
SUB/USDT,0.0036/ 0.00360 USD,-7.69 %,0.0039/0.0034,"27,679.3164 USDT",
NIFT/USDT,0.0296/ 0.0296 USD,-13.45 %,0.0350/0.0184,"26,994.0456 USDT",
KT/USDT,0.016084/ 0.0161 USD,5.44 %,0.016742/0.014693,"26,826.113076 USDT",
SKL/USDT,0.159000/ 0.159 USD,-3.28 %,0.165128/0.156400,"26,052.736051 USDT",
CART/USDT,0.0507/ 0.0507 USD,4.54 %,0.0516/0.0470,"25,961.2585 USDT",
MILK/USDT,0.00022479/ 0.000225 USD,-1.19 %,0.00023596/0.00021938,"25,835.82549874 USDT",
LOOT/USDT,1.4356/ 1.44 USD,-0.38 %,1.4436/1.4356,"25,427.7359 USDT",
FREE/USDT,0.0000004500/ &lt; 0.000001 USD,-13.13 %,0.0000005600/0.0000004000,"24,784.0381749536 USDT",
MrFOX/USDT,0.04245612/ 0.0424 USD,1.09 %,0.04300000/0.03800001,"24,651.80484546 USDT",
SHIRYO/USDT,0.000000000016/ 0 USD,-5.88 %,0.000000000017/0.000000000014,"24,464.134228223556 USDT",
TORG/USDT,0.000393/ 0.000393 USD,-1.01 %,0.000400/0.000393,"24,336.766330 USDT",
VLTY/USDT,0.0204510/ 0.0205 USD,0.95 %,0.0204759/0.0200718,"22,753.1784582 USDT",
ZBC/USDT,0.040350/ 0.0404 USD,0.77 %,0.041551/0.037869,"22,583.769480 USDT",
DFC/USDT,0.000000004836/ 0 USD,-2.18 %,0.000000005106/0.000000004648,"21,988.956932860108 USDT",
ETERNAL/USDT,0.622/ 0.622 USD,-6.18 %,0.675/0.602,"21,722.109 USDT",
EGC/USDT,0.000000511/ &lt; 0.000001 USD,-5.02 %,0.000000549/0.000000480,"21,593.153192044 USDT",
VRA/USDT,0.016912/ 0.0169 USD,-2.82 %,0.018036/0.016505,"21,439.086702 USDT",
STACK/USDT,0.060495/ 0.0605 USD,5.57 %,0.060495/0.055670,"21,181.279065 USDT",
AKN/USDT,0.0533/ 0.0533 USD,-18.50 %,0.0654/0.0496,"21,137.8272 USDT",
SHINTAMA(1M)/USDT,0.00000000002840/ 0 USD,-18.16 %,0.00000000003539/0.00000000002466,"20,793.08483773109810 USDT",
VICA/USDT,1.7202/ 1.72 USD,-34.19 %,2.6139/1.6022,"19,536.6329 USDT",
FRR/USDT,0.01418/ 0.0142 USD,5.35 %,0.01647/0.01343,"19,102.05910 USDT",
QRX/USDT,0.013667/ 0.0137 USD,34.43 %,0.015400/0.009215,"19,031.622348 USDT",
WBTC/USDT,"38,953.78/ 38,955.56 USD",1.65 %,"39,366.44/37,711.98","18,554.69 USDT",
KOL/USDT,0.021006/ 0.0210 USD,-5.10 %,0.022236/0.019795,"18,257.693543 USDT",
MCRT/USDT,0.005206/ 0.00521 USD,-0.89 %,0.005426/0.004998,"17,604.796250 USDT",
EGL/USDT,0.000000020036/ &lt; 0.000001 USD,-28.01 %,0.000000033998/0.000000016502,"17,042.533430751230 USDT",
EFI/USDT,0.380222/ 0.380 USD,-3.02 %,0.392356/0.365888,"16,176.363040 USDT",
ONE/USDT,0.1011/ 0.101 USD,-2.69 %,0.1045/0.0925,"15,802.8124 USDT",
MRI/USDT,0.03309/ 0.0331 USD,-2.36 %,0.04600/0.03000,"15,722.60268 USDT",
XI/USDT,0.108294/ 0.108 USD,3.48 %,0.112215/0.103976,"15,492.546583 USDT",
BONDLY/USDT,0.0302/ 0.0302 USD,1.34 %,0.0311/0.0291,"14,818.7318 USDT",
SST/USDR,0.452424/ 0.319 USD,1.41 %,0.468837/0.445550,"14,764.568780 USDR",
LEOS/USDT,0.276782/ 0.277 USD,-0.99 %,0.295020/0.270403,"14,570.462599 USDT",
KISHU/USDT,0.000000001174/ 0 USD,-3.06 %,0.000000001226/0.000000001080,"13,820.089563034812 USDT",
TERA/USDT,0.000000002100/ 0 USD,-11.36 %,0.000000002873/0.000000002001,"13,591.206057453818 USDT",
LOVELY/USDT,0.0000000535/ &lt; 0.000001 USD,1.33 %,0.0000000625/0.0000000500,"13,549.6553691220 USDT",
WSIENNA/USDT,4.110/ 4.11 USD,-2.86 %,4.321/4.101,"13,118.907 USDT",
FIO/USDT,0.0985/ 0.0985 USD,1.65 %,0.1029/0.0957,"12,496.2810 USDT",
TCG2/USDT,0.412565/ 0.413 USD,1.92 %,0.999999/0.150001,"11,873.237486 USDT",
MEFA/USDT,0.000529704/ 0.000530 USD,-10.22 %,0.000612852/0.000520001,"11,783.292477392 USDT",
TOK/USDT,0.03377006/ 0.0338 USD,-0.79 %,0.03448455/0.03295970,"11,636.69688516 USDT",
LILFLOKI/USDT,0.000000000461/ 0 USD,-5.14 %,0.000000000488/0.000000000411,"10,677.774638507574 USDT",
SYNR/USDT,0.049814/ 0.0498 USD,-6.54 %,0.053302/0.049814,"10,463.561592 USDT",
FWC/USDT,0.00000000012955/ 0 USD,-5.44 %,0.00000000015000/0.00000000011012,"9,973.43987471426188 USDT",
MYNE/USDT,0.0142402/ 0.0142 USD,-10.29 %,0.0160001/0.0135456,"9,605.7263114 USDT",
MRCR/USDT,0.00940/ 0.00940 USD,-4.18 %,0.01173/0.00842,"9,123.80137 USDT",
CROGE/USDT,0.01300/ 0.0130 USD,-23.53 %,0.01850/0.01187,"8,538.15058 USDT",
