name,price,change,high_low,volume,marketcap
GAFI/GameFi,33.953,+10.54 %,34.569/29.67,"379,315.08","$33,888,455"
PUNDIX/ PundiX ,0.84,+0.47 %,0.959/0.812,"376,731.01","$217,132,975"
IOI/IOI Token,0.6968,-0.40 %,0.7258/0.678,"372,090.49","$4,992,258"
EPK/ EpiK Protocol ,0.0588,-13.90 %,0.0724/0.0573,"365,226.64","$2,598,750"
POLS/ Polkastarter ,1.1964,+2.72 %,1.2147/1.141,"361,259.64","$58,405,883"
CTSI/ Cartesi ,0.3038,-0.88 %,0.312/0.2895,"359,745.06","$61,828,511"
KP3R/Keep3rV1,361.15,+1.80 %,374.64/343.14,"358,911.90","$72,230,361"
CUDOS/Cudos,0.01867,-4.79 %,0.02009/0.01846,"357,749.09","$1,798,752"
ZRX/ 0xProject ,0.8567,+8.96 %,0.9123/0.7748,"357,369.84","$726,049,869"
TONCOIN/ The Open Network ,2.268,+10.95 %,2.3/2.036,"357,083.26","$11,337,196,886"
VELO/ Velo ,0.0451,-7.95 %,0.0503/0.044,"356,903.72","$1,813,020"
AIOZ/AIOZ Network,0.1644,-0.84 %,0.1702/0.1604,"356,520.37","$74,333,522"
ERN/ Ethernity ,4.168,-1.97 %,4.278/4.03,"354,092.89","$55,776,455"
IOST/ IOST ,0.0272,-2.47 %,0.02812/0.02683,"353,216.83","$505,613,882"
HOTCROSS/Hot Cross,0.17942,-2.62 %,0.18961/0.17533,"351,193.14","$20,409,025"
MNW/Morpheus.Network,1.2471,+0.14 %,1.3982/1.2171,"350,466.36",$-
BADGER/ Badger DAO ,8.688,-0.42 %,8.9/8.341,"348,959.90","$108,942,264"
AERGO/ Aergo ,0.23295,+1.55 %,0.26559/0.2219,"348,445.70","$84,435,569"
UMEE/ Umee ,0.06703,+0.88 %,0.06934/0.06524,"347,203.19","$33,548,515"
BOSON/ Boson Token ,0.7694,+2.53 %,0.7881/0.7293,"347,190.89","$12,481,925"
LINA/ Linear ,0.02255,+2.50 %,0.02414/0.02118,"346,262.39","$73,817,092"
BNB/Binance Coin,389.7298,+0.25 %,394.2206/381.6472,"342,321.82","$65,527,691,106"
PDEX/Polkadex,4.16,+2.46 %,4.223/3.992,"341,081.47","$8,169,658"
SUPER/ SuperFarm ,0.5022,-1.93 %,0.5224/0.498,"339,496.05","$54,739,800"
BAL/Balancer,14.33,-10.04 %,15.93/14.17,"339,424.88","$99,505,098"
UNO/Uno Re,0.17631,-0.78 %,0.18101/0.17156,"337,560.07","$29,357,350"
IOTX/ IoTeX ,0.06949,-1.13 %,0.070881/0.066845,"337,233.08","$662,988,755"
TT/ThunderCore,0.009889,+3.30 %,0.010665/0.009352,"337,117.60","$53,802,813"
XDEFI/XDEFI Wallet,0.8564,-5.12 %,0.9046/0.8484,"336,104.21","$34,470,979"
DAO/ DAO Maker ,2.8158,+2.04 %,2.851/2.7027,"332,051.70","$196,931,792"
BAKE/ Bakery ,0.691,-1.14 %,0.711/0.662,"331,612.06","$117,835,791"
KISHU/ KISHU INU ,0.000000001185,+0.85 %,0.000000001214/0.000000001143,"327,980.84",$-
KLO/Kalao Token,0.101739,-0.53 %,0.1104/0.101057,"327,212.03",$-
WNXM/WNXM,27.03,+0.59 %,27.36/25.73,"322,602.15","$45,328,337"
BRISE/Bitgert,0.00000090229,-1.20 %,0.000000955/0.0000008533,"318,579.73",$-
NIF/Unifty,17.926,-2.46 %,18.461/17.889,"317,629.41","$20,642,273"
POND/ Marlin ,0.02391,+0.04 %,0.02429/0.02341,"315,095.12","$17,619,480"
XCUR/Curate,0.86,+9.41 %,0.919/0.782,"311,683.19","$7,301,254"
SAITO/Saito,0.02793,-10.86 %,0.031845/0.0269,"310,489.68","$28,989,943"
CQT/ Covalent ,0.2787,-2.62 %,0.2875/0.278,"310,483.03","$22,401,879"
BONDLY/Bondly,0.03003,+2.31 %,0.0311/0.02907,"306,887.87","$3,122,485"
CTI/ClinTex CTi,0.02114,+1.43 %,0.0226/0.02015,"299,874.35",$-
BEPRO/BEPRO Network,0.004028,+0.80 %,0.0044/0.003827,"295,478.60","$7,351,100"
ILV/Illuvium,484.32,-2.22 %,496.06/467.15,"295,312.19","$307,434,712"
RITE/ritestream,0.027348,-4.29 %,0.02949/0.027189,"295,272.12",$-
SERO/ Sero ,0.1353,-2.02 %,0.1395/0.1342,"295,049.49",$-
DOME/Everdome,0.028999,-7.20 %,0.033334/0.028681,"292,896.40","$110,196,200"
FRR/Frontrow,0.01422,-5.07 %,0.01564/0.01369,"292,852.21","$3,851,245"
ACE/Acent,0.036,+4.80 %,0.04042/0.0334,"292,573.30","$1,010,052"
AKRO/ Akropolis ,0.01,-0.59 %,0.01022/0.00946,"290,227.79","$37,265,158"
GGG/Good Games Guild,0.4468,-0.59 %,0.4522/0.43955,"288,405.72",$-
AME/AMEPAY,0.00979,+6.87 %,0.01252/0.00773,"288,160.74","$2,447,500"
TOMO/ TomoChain ,1.2373,+7.22 %,1.2802/1.1072,"286,337.08","$111,220,726"
LYXE/LUKSO Token,11.676,-0.67 %,11.994/11.1,"285,720.08","$44,415,440"
GMEE/GAMEE,0.04736,+4.27 %,0.05186/0.04251,"285,404.25","$6,515,323"
ERG/ Ergo ,3.7199,+1.83 %,3.9032/3.6202,"284,391.55","$123,086,748"
BOND/ BarnBridge ,6.756,-4.03 %,7.151/6.643,"283,457.36","$22,477,692"
LSS/ Lossless ,0.50262,+2.57 %,0.52799/0.48493,"281,609.53",$-
WEMIX/ WEMIX ,3.12709,-3.15 %,3.23492/3.04955,"281,557.88","$385,362,815"
DORA/ Dorayaki ,4.627,-0.58 %,4.75/4.487,"279,599.90","$7,020,700"
KAI/ KardiaChain ,0.02795,-2.71 %,0.02896/0.02692,"277,847.64","$93,710,760"
STND/Standard,0.1277,-9.43 %,0.1481/0.1235,"276,648.66","$657,655"
CTX/ C2X ,3.1339,-0.27 %,3.4497/2.9799,"274,898.63",$-
MBOX/ Mobox ,2.223,+3.20 %,2.362/2.084,"272,489.34","$177,513,386"
CRTS/Cratos,0.0026965,-0.44 %,0.0028699/0.0025391,"271,623.71",$-
STRONG/Strong,27.82,+0.54 %,28.5/26.77,"268,861.91","$3,846,644"
THN/Throne,0.041916,-2.62 %,0.045301/0.039707,"268,469.05","$10,799"
UBXS/UBXS Token,0.2088,-5.83 %,0.22178/0.20408,"265,095.45",$-
MBS/MonkeyLeague,0.1482,+2.84 %,0.1517/0.141,"264,964.26",$-
SLC/Solice,0.449482,-7.31 %,0.500008/0.41929,"264,621.54","$19,417,622"
KLV/Klever,0.03419,-0.86 %,0.03507/0.03341,"264,524.78","$147,210,998"
1EARTH/EarthFund,0.021695,+6.24 %,0.023412/0.019614,"264,125.41",$-
SWAP/TrustSwap,0.724,-8.00 %,0.788/0.717,"261,595.55","$51,232,662"
PKF/PolkaFoundry,0.4309,+10.06 %,0.48/0.39,"261,315.20","$16,433,060"
BENQI/ BENQI ,0.03884,-0.17 %,0.03984/0.03754,"260,994.29",$-
FORM/Formation FI,0.01028,-4.37 %,0.01075/0.01,"260,338.60","$301,358"
XPRT/ Persistence ,2.497,-3.99 %,2.61/2.492,"255,155.68","$22,722,700"
WEAR/Metawear,0.0100088,-2.89 %,0.0109979/0.0094647,"252,967.04",$-
C98/ Coin98 ,1.29379,-3.06 %,1.34655/1.272,"251,474.19","$239,351,150"
QUICK/ Quickswap ,161.62,-0.40 %,164.84/156.4,"251,441.22","$25,819,280"
WAGYU/WagyuSwap,0.064,-8.17 %,0.0703/0.0607,"251,166.71",$-
TITA/Titan Hunters,0.081039,+9.22 %,0.103989/0.073129,"250,361.43",$-
MAN/MatrixAI,0.016388,+0.14 %,0.016903/0.015789,"248,927.08","$3,511,982"
FRA/ Findora ,0.01252,+2.28 %,0.01304/0.012,"248,770.87","$29,606,461"
CELR/ Celer ,0.042588,-0.20 %,0.043911/0.040807,"247,446.77","$277,752,726"
POKT/Pocket Network,0.5193,+1.09 %,0.5568/0.513,"245,870.91","$342,234,320"
WNCG/ Nine Chronicles ,0.5342,-1.45 %,0.5575/0.5197,"245,027.89","$63,994,123"
HIGH/ Highstreet ,4.094,+3.75 %,4.444/3.882,"244,341.13","$10,235,000"
STORE/Bit.Store,0.062837,+9.61 %,0.068395/0.057002,"243,138.19","$1,272,449"
XED/Exeedme,0.2039,-2.20 %,0.2092/0.1949,"242,369.37","$13,124,635"
BTM/ Bytom ,0.02028,-2.02 %,0.02071/0.01958,"240,982.37","$33,289,708"
MAPE/Mecha Morphing,1.49666,-25.35 %,2.01429/1.44999,"240,664.88",$-
BIT/ BitDAO ,1.2324,+0.02 %,1.2512/1.1843,"240,423.45","$722,530,168"
TIDAL/ Tidal Governance ,0.000746,-6.04 %,0.000818/0.00073,"240,052.95","$645,459"
FLY/ Franklin ,0.00295,0.00 %,0.00298/0.00269,"239,948.20","$565,881"
PBR/PolkaBridge,0.22122,+0.48 %,0.225/0.21276,"237,840.56","$8,601,693"
DAG/Constellation,0.17471,-1.13 %,0.17813/0.17354,"235,465.10",$-
BUY/Buying.com,0.03911,-5.07 %,0.04111/0.035,"232,484.60","$2,836,964"
SFP/SafePal,0.71647,-0.92 %,0.72979/0.69242,"232,290.18","$77,498,172"
ROSN/Roseon Finance,0.07141,-0.48 %,0.07346/0.07002,"232,028.57",$-
TRADE/Polytrade,0.16044,-5.30 %,0.17326/0.16,"230,987.04","$1,283,805"
AMP/Amp,0.02223,+5.20 %,0.02252/0.02064,"229,466.95","$938,721,820"
XAVA/Avalaunch,2.8917,-1.36 %,2.9661/2.8011,"228,585.05",$-
PBX/Paribus,0.006295,-6.18 %,0.00696/0.005885,"225,794.22",$-
VR/Victoria VR,0.12514,-3.04 %,0.12985/0.1245,"225,496.95","$105,555,144"
ROUTE/Router Protocol,2.759,-3.66 %,2.886/2.65,"224,806.58","$13,903,056"
PPAD/PlayPad,0.02107,-7.54 %,0.02299/0.02087,"224,290.16",$-
OM/ MantraDAO ,0.0971,-1.91 %,0.0996/0.0946,"223,999.19","$43,495,340"
KILT/KILT Protocol,0.981,-3.65 %,1.0447/0.8999,"223,282.30",$33
LPT/ Livepeer ,24.643,-1.40 %,24.993/23.223,"221,848.89","$583,600,405"
ORN/Orion Protocol,2.759,+0.76 %,2.83/2.686,"219,571.30","$70,561,425"
MKR/ MakerDAO ,1679.83,+0.75 %,1685.97/1601.05,"219,318.29","$1,642,253,883"
CHICKS/SolChicks,0.0131,+1.23 %,0.01334/0.01233,"219,220.89",$-
LOCG/Legends of Crypto,0.05838,+2.36 %,0.06181/0.05294,"218,775.78","$1,077,380"
SUN/ SUN ,0.01374,+2.08 %,0.01455/0.01314,"217,238.37","$144,474,836"
FALCONS/FalconSwaps,0.033284,+0.60 %,0.035591/0.032334,"214,846.51",$-
RANKER/RankerDAO,0.022984,-6.60 %,0.02461/0.022684,"213,584.32","$680,326"
CIRUS/Cirus Foundation,0.14537,-0.94 %,0.15681/0.14321,"211,652.52",$-
MARSH/Unmarshal,0.402,-9.25 %,0.449/0.395,"211,492.44","$2,749,680"
TRIBE/ Tribe ,0.495,-0.18 %,0.5192/0.4894,"210,388.64","$171,317,128"
LIT/ Litentry ,1.24,+0.73 %,1.265/1.181,"208,505.96","$22,320,000"
TFUEL/ ThetaFuel ,0.15112,-1.79 %,0.1543/0.14888,"207,143.60","$835,161,416"
WZRD/Wizardia,0.13774,+4.28 %,0.1864/0.12857,"204,986.61",$-
TVK/ Terra Virtua ,0.0953,+1.92 %,0.096/0.0904,"203,733.36","$22,201,622"
MATTER/AntiMatter,0.401,+37.04 %,0.4822/0.2911,"202,778.64","$3,767,930"
UMA/UMA,5.595,-3.30 %,5.805/5.5,"201,265.19","$369,534,571"
HAPI/ HAPI.one ,15.6513,-1.59 %,16.2475/15.5123,"200,358.66","$1,233,322"
SHILL/Project SEED,0.077876,-2.19 %,0.081788/0.076957,"199,735.37",$-
TARA/ Taraxa ,0.004518,+0.15 %,0.004793/0.004405,"198,291.36","$1,084,320"
GAS/ Gas ,4.508,+0.17 %,4.612/4.35,"197,864.63","$45,658,715"
TKO/ Tokocrypto ,0.628,-3.97 %,0.656/0.622,"194,305.73","$68,085,667"
ATLAS/ Star Atlas ,0.0198014,-1.42 %,0.0201343/0.0194817,"193,560.90","$42,771,024"
DANA/Ardana,1.6511,+1.87 %,1.6722/1.5657,"191,999.72",$-
KMA/Calamari Network,0.00542,-5.07 %,0.00571/0.00486,"188,000.47",$-
ATA/Automata,0.33664,+2.19 %,0.34123/0.3197,"187,843.16","$57,986,913"
NOIA/Syntropy,0.1137,-5.17 %,0.1214/0.1136,"187,534.68","$62,647,612"
FEAR/FEAR,0.38193,-3.12 %,0.40031/0.37634,"184,897.47","$1,886,734"
FEG/ FEG Token ,0.000000002054,+0.93 %,0.00000000215/0.00000000196,"184,849.62","$84,357,780"
PSTAKE/pSTAKE Finance,0.52202,-1.62 %,0.53921/0.51741,"184,270.40","$30,277,160"
COCOS/COCOS,1.1412,+0.59 %,1.144/1.1088,"184,111.55","$47,948,509"
ABBC/ABBC Coin,0.0992,-0.30 %,0.1009/0.0949,"183,873.50","$97,024,872"
SHFT/ Shyft Network ,0.0791,-4.81 %,0.0838/0.0781,"183,384.64","$8,304,696"
FIO/FIO Protocol,0.09957,+1.92 %,0.1058/0.0952,"182,032.66","$23,967,274"
NBP/NFTBomb,0.007719,+57.59 %,0.008257/0.004565,"180,678.57","$77,190"
BNX/ BinaryX ,104.276,+1.42 %,104.505/101.546,"180,461.14","$130,032,068"
ORC/Orbit Chain,0.2619,-3.88 %,0.2726/0.2612,"180,107.07","$153,263,376"
ARRR/Pirate Chain,1.565,-2.61 %,1.613/1.551,"177,114.81","$270,965,638"
ORBS/Orbs,0.08,+3.49 %,0.0833/0.0758,"176,631.68","$178,396,041"
ALPHA/ Alpha Finance ,0.3255,-2.60 %,0.337/0.314,"176,264.80","$145,280,456"
VAI/Vaiot,0.03782,-9.39 %,0.04208/0.03782,"174,936.94","$179,322"
PCX/ChainX,1.43,+1.70 %,1.462/1.292,"173,593.23","$11,044,391"
UPI/Pawtocol,0.049077,+1.34 %,0.051996/0.046599,"172,979.72",$-
WOZX/ EFFORCE ,0.1162,+3.38 %,0.1198/0.1124,"171,573.34","$38,375,050"
LKR/Polkalokr,0.04801,+1.50 %,0.04914/0.0465,"170,854.08","$1,230,413"
PMON/ Polkamon ,3.935,+8.64 %,4.5129/3.5572,"170,804.28","$7,083,000"
UMB/Umbrella Network,0.0786,-3.32 %,0.0816/0.0777,"170,549.71","$5,821,130"
SENSO/Sensorium,0.598,+9.70 %,0.6024/0.533,"170,096.10","$7,320,324"
SUTER/Suterusu,0.002143,-7.38 %,0.002339/0.002095,"169,654.59","$3,480,313"
HDV/Hydraverse,0.01505,-3.33 %,0.01559/0.01498,"168,293.96",$-
NEST/ Nest Protocol ,0.02948,+5.24 %,0.03028/0.02763,"165,568.40","$59,121,381"
WRX/ WazirX ,0.555,+0.61 %,0.5649/0.5411,"165,388.84","$163,038,796"
XEM/ NEM ,0.092,+1.99 %,0.0926/0.088,"164,954.07","$828,000,000"
HYDRA/Hydra,7.156,-4.58 %,7.53/7.071,"164,683.57","$27,612,027"
BAO/ Bao Finance ,0.0001363,-1.65 %,0.0001397/0.0001332,"162,686.64","$4,643,260"
XVS/ Venus ,9.59,+0.94 %,9.74/9.38,"161,748.65","$102,129,012"
REQ/ Request ,0.20887,+1.44 %,0.21301/0.20102,"161,180.48","$208,844,102"
AVT/Aventus,2.3641,-0.42 %,2.654/2.3186,"160,333.03","$14,184,600"
CGG/Chain Guardians,0.2709,-5.47 %,0.2965/0.27,"159,024.38","$3,175,588"
BCD/ BCD ,0.3137,-3.41 %,0.3327/0.303,"158,129.43","$58,502,822"
MNY/MoonieNFT,0.001782,-0.33 %,0.001796/0.001739,"157,932.72",$-
SOLO/Sologenic,0.49502,-5.58 %,0.52431/0.49487,"157,839.83","$99,004,895"
PUSH/PUSH,1.0402,+2.87 %,1.05752/0.94356,"157,681.27","$8,240,236"
KIN/ KIN ,0.0000302,-0.36 %,0.00003031/0.0000293,"157,620.10","$45,847,047"
GHST/ Aavegotchi ,1.8642,+1.22 %,1.8771/1.8363,"157,004.13","$68,916,771"
SWINGBY/Swingby,0.00939,+6.46 %,0.0097/0.00834,"156,059.43","$502,598"
LIME/iMe Lab,0.03157,-5.59 %,0.03347/0.03091,"156,018.21",$-
APT/Apricot,0.026613,-0.04 %,0.029412/0.025745,"153,044.27",$-
REVO/Revomon,0.34962,-3.33 %,0.36812/0.344,"152,109.79","$4,545,060"
OMI/ ECOMI ,0.002528,-6.26 %,0.00271/0.002455,"151,986.38","$496,209,621"
SIN/Sinverse,0.04064,-7.67 %,0.04666/0.04015,"150,991.55",$-
CART/ CryptoArt.Ai ,0.0506,+4.32 %,0.0518/0.0472,"150,009.58","$283,360"
NGL/Gold Fever,0.5786,-3.45 %,0.603/0.5775,"149,156.00",$-
SPELLFIRE/Spellfire,0.009486,-2.60 %,0.010002/0.009099,"148,313.88","$410,251"
POWR/PowerLedger,0.4774,+0.78 %,0.4869/0.4618,"147,928.50","$222,223,063"
SKU/Sakura Finance,0.05749,+1.84 %,0.05843/0.0555,"147,560.71","$3,046,970"
MHUNT/MetaShooter,0.17063,+0.26 %,0.18061/0.158,"145,342.59",$-
HEART/Humans,0.02374,-2.30 %,0.0243/0.02306,"144,677.87",$-
LOON/Loon Network,0.00569,-2.23 %,0.0066/0.00539,"144,488.80","$561,755"
LDO/Lido DAO Token,3.1507,+4.41 %,3.1749/2.9201,"144,452.31","$77,315,886"
MPL/Maple,52.773,-4.95 %,56.502/52.336,"143,880.86","$177,517,765"
DERC/DeRace,0.894,-5.63 %,0.955/0.85,"142,926.54","$34,731,900"
OXT/ Orchid ,0.2201,+0.04 %,0.223/0.2138,"142,535.85","$152,020,887"
SRK/SparkPoint,0.001044,-2.24 %,0.001077/0.001026,"140,634.21","$8,747,956"
BDP/Big Data,0.17148,+0.71 %,0.183/0.15648,"139,118.77","$4,103,285"
EQX/EQIFi ,0.05382,+0.29 %,0.05551/0.0536,"138,997.57",$-
DOE/Dogs Of Elon,0.03404,+21.65 %,0.03748/0.02733,"138,597.74",$-
LIKE/Only1,0.08046,-0.49 %,0.08119/0.08001,"137,480.64","$1,410,155"
CLH/ClearDAO,0.032001,-4.22 %,0.033736/0.031175,"136,852.93","$2,499,682"
EWT/Energy Web,4.842,+1.08 %,5.005/4.701,"136,806.45","$145,560,872"
LITH/Lithium Finance,0.003455,-7.64 %,0.003757/0.0034,"134,255.30","$2,453,585"
DES/DeSpace Protocol,0.03242,-0.64 %,0.03312/0.03137,"134,194.95",$-
RLC/ iExec ,1.7847,-1.37 %,1.8574/1.7224,"134,020.61","$142,902,344"
AKITA/ Akita Inu ,0.000000655,+0.30 %,0.00000067/0.00000064,"133,352.23",$-
RIDE/holoride,1.17,+0.46 %,1.2208/1.15,"131,851.85",$152
NFTB/NFTb,0.06117,-1.08 %,0.06327/0.06019,"129,714.55","$14,243,284"
SYLO/Sylo,0.004221,-1.60 %,0.004338/0.004206,"129,008.33","$10,263,857"
PNT/ pNetwork ,0.4868,-1.27 %,0.4942/0.4709,"127,964.69","$15,624,214"
FUSE/Fuse Network,0.28314,-6.43 %,0.30535/0.27668,"127,652.98","$15,585,589"
DOGA/Dogami,0.1831,+4.19 %,0.185852/0.158232,"127,230.18",$-
RVN/ Ravencoin ,0.04877,+0.74 %,0.04973/0.04673,"126,363.23","$510,782,353"
LUFFY/Luffy,0.000000000444,+1.13 %,0.000000000458/0.000000000403,"125,975.83",$-
GLM/Golem,0.3941,+0.12 %,0.3997/0.38,"124,816.19","$394,100,000"
ODDZ/OddzToken,0.08108,+0.30 %,0.08131/0.07992,"121,442.38","$747,558"
DAI/Dai,0.9986,+0.10 %,0.9999/0.9961,"121,352.78","$8,654,986,937"
KUMA/Kuma Inu,0.0000000665,-5.94 %,0.0000000714/0.0000000647,"120,879.62","$7,896,886"
REVV/REVV,0.0724,-2.81 %,0.0745/0.0721,"120,843.48","$20,146,794"
IOTA/ IOTA ,0.6162,+0.17 %,0.6287/0.6121,"120,745.14","$1,712,746,560"
UFI/PureFi,0.05232,+3.23 %,0.05669/0.05067,"119,103.38",$-
TRB/Tellor,17.757,+1.04 %,18.278/17.001,"118,462.45","$41,018,350"
RARI/ Rarible ,6.305,-7.14 %,6.799/6.102,"116,979.00","$22,719,866"
POLIS/Star Atlas DAO,1.3773,-2.87 %,1.441/1.3707,"116,914.04",$-
DOP/Drops Ownership Power,1.8796,+0.55 %,1.9288/1.8144,"115,464.66","$2,210,474"
STMX/ StormX ,0.017047,+0.48 %,0.017258/0.01642,"115,174.49","$134,376,214"
GASDAO/Gas DAO,0.000011512,+4.44 %,0.000012798/0.000010786,"114,632.95",$-
DV/Dreamverse,0.022917,+1.30 %,0.023616/0.021002,"114,605.45","$1,434,146"
SIDUS/Sidus,0.0087095,-4.30 %,0.0094402/0.0086939,"114,255.72",$-
JOE/JOE,1.0244,+2.24 %,1.0771/0.9728,"114,203.54","$170,519,950"
EDG/Edgeware,0.003768,-0.89 %,0.003825/0.003609,"113,703.27","$28,035,718"
DEVT/DeHorizon,0.2203,-5.28 %,0.23263/0.2079,"111,640.32","$2,072,242"
FTT/FTX Token,39.47,-0.62 %,39.79/38.51,"111,366.69","$5,407,080,082"
YLD/YIELD App,0.2029,-4.78 %,0.2133/0.201,"110,920.21",$-
WSIENNA/ Sienna ,4.08,-0.85 %,4.118/4.023,"110,803.64",$-
ASD/ BitMaxToken ,0.1974,-1.44 %,0.2005/0.1966,"110,681.02","$130,405,455"
SHR/ShareToken,0.00518,-8.48 %,0.00571/0.00514,"110,618.53","$12,094,130"
FORTH/ Ampleforth ,5.24,+0.38 %,5.34/5.1,"108,905.77","$36,448,832"
ALPINE/Alpine F1 Team Fan Token,5.7817,+6.38 %,6.2903/5.2074,"108,871.82",$-
BTS/ BitShares ,0.02149,+4.32 %,0.02158/0.01956,"108,489.67","$64,354,169"
DDOS/ DisBalancer ,0.3717,-2.64 %,0.3834/0.3411,"108,422.99","$327,096"
CELL/Cellframe Network,0.7997,-6.55 %,0.885/0.7889,"107,602.88","$22,932,788"
ARV/Ariva,0.00029799,-1.90 %,0.00030709/0.000295,"106,611.20","$14,899,500"
ADS/Alkimi,0.2385,-3.04 %,0.246/0.2384,"105,860.52",$-
LAYER/UniLayer,0.1583,-2.22 %,0.1624/0.1549,"105,315.97","$2,837,392"
MLT/Media Licensing Token,0.19472,-3.89 %,0.206/0.19152,"104,535.94",$-
QTC/Qitcoin,4.949,-19.55 %,6.219/4.7,"103,752.67","$4,949,000"
SUNNY/ Sunny Aggregator ,0.00182,+8.33 %,0.0019/0.00157,"103,700.45","$463,912"
LMR/Lumerin,0.0763,-0.96 %,0.07787/0.076,"103,407.89",$-
LABS/LABS Group,0.003144,+7.70 %,0.003246/0.002832,"103,290.18","$2,378,331"
RAD/ Radicle ,4.172,-1.16 %,4.232/4.105,"103,074.70","$78,110,583"
GFI/Goldfinch,2.361,-1.37 %,2.3956/2.2386,"102,350.53","$11,975,563"
JULD/ JulSwap ,0.0169,+3.68 %,0.0177/0.0163,"101,597.77","$3,221,269"
ZLK/Zenlink Network Token,0.4091,-12.75 %,0.4767/0.3982,"101,547.92","$1,636,400"
OOE/OpenOcean,0.0859,-0.92 %,0.0883/0.0845,"101,107.29","$12,876,013"
HECH/Heroes Chained,0.9105,+1.43 %,0.9399/0.875,"100,675.41",$-
BMON/Binamon,0.02628,-0.34 %,0.02698/0.02556,"100,515.53","$3,034,130"
XCV/XCarnival,0.035355,-2.07 %,0.036302/0.034799,"100,510.96","$93,691"
BDT/Bandot Protocol,0.00072,+7.46 %,0.00078/0.00062,"99,711.62",$-
NEXT/ShopNEXT,0.019109,-0.43 %,0.019209/0.019055,"99,353.21",$-
DPET/My DeFi Pet,0.321,+0.31 %,0.325/0.314,"98,747.97","$4,365,600"
TCP/Crypto Prophecies,0.03181,-3.37 %,0.03339/0.03135,"98,648.72","$704,592"
MILO/Milo Inu,0.00000004234,-1.62 %,0.0000000437/0.000000038584,"98,512.39","$16,944,468"
RLY/ Rally ,0.1441,-0.55 %,0.1483/0.1401,"97,952.52","$35,817,324"
ROCO/Roco Finance,0.2436,-5.69 %,0.2667/0.2351,"97,567.10","$2,094,960"
HORD/ Hord ,0.03357,-6.01 %,0.03608/0.0323,"97,426.11","$1,020,528"
BOBA/Boba Network,1.077,-0.82 %,1.124/1.059,"97,347.00","$171,200,831"
LIQ/LIQ Protocol,0.0164,-18.40 %,0.0202/0.0134,"96,747.03",$-
MC/Merit Circle,1.849,-1.54 %,1.897/1.777,"96,647.13","$78,752,608"
JGN/ Juggernaut ,0.0987,+1.75 %,0.1011/0.0898,"95,317.44","$1,019,078"
HOT/ Holo ,0.004437,+0.84 %,0.004504/0.004233,"94,682.33","$768,948,349"
PROM/Prometeus,7.81,-0.63 %,7.94/7.63,"94,665.29","$47,797,200"
WEST/WavesEnterprise,0.1749,+0.28 %,0.177/0.1732,"94,471.77","$7,339,840"
METAN/Metan Chain,0.03558,-2.22 %,0.0379/0.03437,"93,169.87",$-
MAHA/MahaDAO,3.623,+2.14 %,3.681/3.525,"93,162.23",$-
SBR/Saber,0.02123,+12.56 %,0.02295/0.01778,"92,210.66","$2,082,911"
RON/Ronin Network,1.1872,+3.54 %,1.2048/1.1182,"91,896.66","$176,108,415"
CRE8/Creaticles,0.01071,-2.63 %,0.011015/0.010709,"91,298.52",$-
GENS/Genshiro,0.008055,-7.40 %,0.00882/0.007569,"91,177.15","$4,247,193"
CATGIRL/Catgirl,0.000000001682,-13.20 %,0.000000001954/0.000000001561,"91,164.32","$54,898,125"
SUPE/SUPE,13.0375,-5.27 %,15.3201/12.2213,"91,116.80","$13,037,500"
WSG/ Wall Street Games ,0.0000000097,-2.02 %,0.0000000101/0.0000000095,"89,925.23","$1,305,342"
LTO/LTO Network,0.1799,+0.39 %,0.1802/0.1714,"89,906.95","$53,443,292"
CZZ/ClassZZ,0.01684,-22.78 %,0.02187/0.00833,"89,565.67","$10,104,000"
FCON/Space Falcon,0.0016115,-2.96 %,0.0016948/0.0015423,"89,561.50",$-
NFTY/NFTY NETWORK,0.0737,-5.53 %,0.07816/0.07266,"89,460.91",$-
VIDYX/vidyx,0.0028,+16.66 %,0.0029/0.0024,"89,409.35",$-
EPS/ Ellipsis ,0.1898,-2.46 %,0.1971/0.1866,"89,330.83","$137,358,558"
EVRY/Evrynet,0.15478,-0.51 %,0.15577/0.15433,"89,147.17",$-
KOK/KOK,3.014,+0.44 %,3.0989/2.8811,"87,618.65",$-
CHAMP/NFT CHAMPIONS,0.028631,-1.27 %,0.029376/0.028282,"87,479.40",$-
GMPD/GamesPad,0.0751,+8.21 %,0.0758/0.0686,"87,343.90",$-
GRIN/ Grin ,0.1197,-1.48 %,0.1219/0.1135,"87,153.00","$12,284,883"
BSCPAD/BSCPAD,0.4266,+5.64 %,0.4321/0.3902,"86,999.52","$3,783,089"
ZINU/Zombie Inu,0.000000021928,+0.66 %,0.000000021959/0.000000019846,"85,780.59",$-
DUSK/DUSK Network,0.2814,-0.81 %,0.2919/0.2705,"85,265.06","$82,400,446"
DOGE/DogeCoin,0.140153,-0.86 %,0.14531/0.135187,"84,925.15","$18,594,205,629"
QUACK/ RichQUACK ,0.000000000932,0.00 %,0.000000000942/0.000000000878,"84,274.53","$41,088,116"
AAA/Moon Rabbit,0.0001008,+1.10 %,0.00011/0.0000959,"84,048.38","$896,000"
VRX/VEROX,107.45,+5.90 %,109.24/86.36,"83,583.66",$-
XIL/ProjectX,0.02123,-15.88 %,0.03431/0.02006,"83,259.85","$475,743"
