name,price,change,high_low,volume,marketcap
DEVO/USDT,0.016454/ 0.0165 USD,-5.14 %,0.017345/0.015747,"161,872.955134 USDT",
DDOGE/USDT,0.087999/ 0.0880 USD,39.68 %,0.088869/0.053987,"161,823.973474 USDT",
CIRUS/USDT,0.1463/ 0.146 USD,-2.14 %,0.1576/0.1461,"160,463.2863 USDT",
HERO/USDT,0.0290960/ 0.0291 USD,-6.06 %,0.0310717/0.0287265,"159,681.9577944 USDT",
BLOK/USDT,0.0130860/ 0.0131 USD,1.23 %,0.0134040/0.0127230,"159,202.7608668 USDT",
OCEAN/USDT,0.4746/ 0.475 USD,-0.23 %,0.4937/0.4610,"156,871.2762 USDT",
VISION/USDT,0.034990/ 0.0350 USD,-22.86 %,0.045742/0.033730,"156,723.919446 USDT",
MILO/USDT,0.000000042060/ &lt; 0.000001 USD,-2.03 %,0.000000043655/0.000000038670,"155,824.309937865542 USDT",
CLASS/USDT,0.07780429/ 0.0778 USD,-10.97 %,0.09413121/0.07322137,"155,518.23373044 USDT",
WRX/USDT,0.5540/ 0.554 USD,0.18 %,0.5640/0.5407,"154,357.9865 USDT",
GMEX/USDT,0.00115148/ 0.00115 USD,4.66 %,0.00120230/0.00109981,"152,829.90826204 USDT",
STORJ/USDT,0.9763/ 0.976 USD,-1.03 %,0.9948/0.9437,"151,934.5637 USDT",
CHEDDA/USDT,0.000825/ 0.000825 USD,-3.73 %,0.000859/0.000808,"151,055.406144 USDT",
HEC/TOR,20.062/ 20.05 USD,-6.92 %,23.036/19.189,"150,893.712 TOR",
QNT/USDT,100.20/ 100.21 USD,-1.76 %,105.00/98.88,"150,638.52 USDT",
YUMMY/USDT,0.00000879/ 0.000009 USD,-1.35 %,0.00000899/0.00000825,"149,809.36214920 USDT",
FTS/USDT,0.0514/ 0.0514 USD,-5.34 %,0.0594/0.0475,"148,104.5001 USDT",
AFEN/USDT,0.00144139/ 0.00144 USD,-7.96 %,0.00157266/0.00133486,"147,795.22254099 USDT",
GFCE/USDT,0.9092/ 0.909 USD,-1.70 %,0.9435/0.8979,"147,761.2518 USDT",
RSS3/USDT,0.175411/ 0.175 USD,-0.29 %,0.187221/0.172980,"146,387.084469 USDT",
PAF/USDT,0.00549/ 0.00549 USD,0.37 %,0.00552/0.00540,"145,160.71735 USDT",
PKN/USDT,0.01691978/ 0.0169 USD,0.00 %,0.01710415/0.01671189,"144,918.86588606 USDT",
VHC/USDT,0.02335/ 0.0234 USD,-6.15 %,0.02488/0.02325,"144,834.68097 USDT",
GHC/USDT,0.000000009181/ &lt; 0.000001 USD,-0.13 %,0.000000009606/0.000000009132,"144,658.067533140512 USDT",
IDNA/USDT,0.064790/ 0.0648 USD,2.90 %,0.066112/0.062964,"143,101.829637 USDT",
$ORE/USDT,0.01929500/ 0.0193 USD,3.18 %,0.01960000/0.01800192,"142,879.96214105 USDT",
DFA/USDT,0.605/ 0.605 USD,-5.02 %,0.643/0.595,"142,822.526 USDT",
ROCK/USDT,0.04471670/ 0.0447 USD,0.68 %,0.04479617/0.04428508,"141,371.70753272 USDT",
NBL/USDT,0.00010159/ 0.000102 USD,2.59 %,0.00010509/0.00009512,"138,042.21472236 USDT",
ACA/USDT,1.118/ 1.12 USD,0.27 %,1.160/1.082,"137,303.082 USDT",
CHICKS/USDT,0.01333/ 0.0133 USD,3.09 %,0.01334/0.01244,"137,093.32051 USDT",
ATHENAS/USDT,0.03458/ 0.0346 USD,-0.12 %,0.03512/0.03393,"136,422.77445 USDT",
GEC/USDT,0.20177/ 0.202 USD,4.61 %,0.23509/0.18134,"136,151.95958 USDT",
ELON/USDT,0.0000010110/ 0.000001 USD,-3.19 %,0.0000011175/0.0000009520,"135,749.5115473404 USDT",
GDT/USDT,0.000000004139/ 0 USD,3.19 %,0.000000004242/0.000000003769,"135,608.931961856074 USDT",
SIDUS/USDT,0.0088615/ 0.00886 USD,-2.65 %,0.0125000/0.0085821,"135,026.3467644 USDT",
SHIBAMETA/USDT,0.0000000001502264/ 0 USD,3.35 %,0.0000000001800000/0.0000000001383640,"134,508.7002077178494090 USDT",
YARL/USDT,0.03247/ 0.0325 USD,22.99 %,0.03302/0.02640,"132,017.75246 USDT",
QUICK/USDT,161.79/ 161.81 USD,-0.74 %,164.00/157.10,"131,820.78 USDT",
KOM/USDT,0.00347871/ 0.00348 USD,-5.91 %,0.00371302/0.00344579,"131,555.45479512 USDT",
XET/USDT,0.01543/ 0.0154 USD,0.13 %,0.01557/0.01531,"130,899.14908 USDT",
UPO/USDT,0.30293/ 0.303 USD,16.02 %,0.33265/0.22500,"129,354.03872 USDT",
AETH/USDT,0.00003913/ 0.000039 USD,-2.05 %,0.00004004/0.00003880,"128,770.08427254 USDT",
DBX/USDT,0.000156/ 0.000156 USD,7.59 %,0.000161/0.000145,"128,640.818544 USDT",
ALLEY/USDT,0.03400/ 0.0340 USD,-10.22 %,0.03865/0.03353,"127,723.76150 USDT",
LIST/USDT,0.01892/ 0.0189 USD,-0.11 %,0.01918/0.01872,"126,290.19531 USDT",
GARI/USDT,0.5499/ 0.550 USD,9.41 %,0.5584/0.4915,"125,724.3890 USDT",
WILD/USDT,0.9689/ 0.969 USD,-4.33 %,1.0295/0.9476,"124,658.0215 USDT",
CTN/USDT,1.6537/ 1.65 USD,-2.41 %,1.8331/1.6207,"123,503.8528 USDT",
STORE/USDT,0.070624/ 0.0706 USD,22.34 %,0.074875/0.055838,"123,350.986906 USDT",
ZLDA/USDT,0.022890/ 0.0229 USD,1.80 %,0.024218/0.021429,"121,985.776068 USDT",
CHEQ/USDT,0.069299/ 0.0693 USD,0.73 %,0.069301/0.066499,"121,781.791522 USDT",
LAT/USDT,0.044900/ 0.0449 USD,1.35 %,0.045700/0.043500,"121,696.785184 USDT",
RVF/USDT,0.158076/ 0.158 USD,-1.96 %,0.161601/0.153737,"120,997.759832 USDT",
CHECKR/USDT,0.030018/ 0.0300 USD,-0.02 %,0.030302/0.030000,"120,208.302902 USDT",
VR/USDT,0.124120/ 0.124 USD,-3.39 %,0.129250/0.124100,"120,154.229640 USDT",
RACA/USDT,0.00130757/ 0.00131 USD,1.28 %,0.00133395/0.00125245,"120,026.58946168 USDT",
WPL/USDT,0.000149/ 0.000149 USD,-2.61 %,0.000154/0.000147,"118,540.713304 USDT",
RAY/USDT,2.4290/ 2.43 USD,-1.06 %,2.4890/2.3980,"118,450.2575 USDT",
LPT/USDT,24.6200/ 24.62 USD,-0.28 %,24.8500/23.2200,"118,439.5635 USDT",
BRG/USDT,0.0308/ 0.0308 USD,-2.84 %,0.0336/0.0243,"117,184.0002 USDT",
AXL/USDT,0.0002363/ 0.000236 USD,-2.36 %,0.0002435/0.0002348,"117,143.7783248 USDT",
RBT/USDT,0.0200808/ 0.0201 USD,0.07 %,0.0210227/0.0196783,"116,653.2748200 USDT",
BPLC/USDT,0.000316/ 0.000316 USD,5.33 %,0.000316/0.000285,"112,207.769216 USDT",
EGR/USDT,0.003739/ 0.00374 USD,-0.24 %,0.004020/0.003101,"111,854.558418 USDT",
ALTRU/USDT,0.70707035/ 0.707 USD,0.16 %,0.71865264/0.69243903,"111,407.17948001 USDT",
FUEL/USDT,33.08/ 33.08 USD,-0.09 %,33.46/32.74,"111,331.24 USDT",
FTRB/USDT,0.03819/ 0.0382 USD,-2.23 %,0.03935/0.03819,"111,024.83764 USDT",
WWEB3/USDT,750.569/ 750.65 USD,-3.90 %,833.615/724.423,"110,030.754 USDT",
LOOKS/USDT,1.4314/ 1.43 USD,-3.33 %,1.5100/1.3872,"108,529.6271 USDT",
TIIM/USDT,0.00963/ 0.00963 USD,2.88 %,0.01031/0.00820,"108,331.30202 USDT",
GAMINGSHIBA/USDT,0.00000000004958/ 0 USD,-1.65 %,0.00000000005097/0.00000000004904,"106,153.95261011735450 USDT",
PUNK/USDT,0.0026/ 0.00260 USD,-7.14 %,0.0032/0.0025,"105,676.2910 USDT",
MIR/USDT,1.2091/ 1.21 USD,2.30 %,1.2310/1.1551,"105,667.9819 USDT",
WOO/USDT,0.41818/ 0.418 USD,0.09 %,0.43047/0.40255,"105,348.45962 USDT",
DCN/USDT,0.00000944/ 0.000009 USD,-8.17 %,0.00001054/0.00000944,"105,074.54649558 USDT",
BMFLOKI/USDT,0.0000000000142374/ 0 USD,-3.31 %,0.0000000000147242/0.0000000000125018,"104,546.7605005147014618 USDT",
POCHI/USDT,0.00001446/ 0.000015 USD,-4.11 %,0.00001508/0.00001433,"102,613.33970730 USDT",
SAUNA/USDT,0.003107/ 0.00311 USD,-0.32 %,0.003148/0.003044,"102,065.010479 USDT",
HDAO/USDT,0.3403/ 0.340 USD,-3.68 %,0.3540/0.3360,"100,112.6992 USDT",
QUACK/USDT,0.000000001174/ 0 USD,-3.45 %,0.000000001289/0.000000001144,"99,616.219865034916 USDT",
BAKE/USDT,0.6860/ 0.686 USD,-1.44 %,0.7130/0.6590,"99,229.4465 USDT",
XEM/USDT,0.091800/ 0.0918 USD,1.66 %,0.093100/0.087900,"99,037.538977 USDT",
GMEE/USDT,0.0460/ 0.0460 USD,1.55 %,0.0496/0.0351,"98,976.8099 USDT",
XDC/USDT,0.053696/ 0.0537 USD,0.36 %,0.054662/0.052668,"98,111.312282 USDT",
MEVR/USDT,0.159998/ 0.160 USD,6.67 %,0.320000/0.140000,"96,601.335166 USDT",
CVC/USDT,0.000000009258/ &lt; 0.000001 USD,0.31 %,0.000000009998/0.000000008289,"96,557.318371103132 USDT",
GNNX/USDT,0.017082/ 0.0171 USD,10.19 %,0.023060/0.013284,"96,449.297696 USDT",
DEGO/USDT,2.7800/ 2.78 USD,-1.77 %,2.8900/2.7598,"94,880.6955 USDT",
BICO/USDT,1.1877/ 1.19 USD,3.49 %,1.2000/1.1050,"94,846.3052 USDT",
Yinbi/USDT,0.00020995/ 0.000210 USD,-3.43 %,0.00022056/0.00020686,"94,006.72056660 USDT",
GM/USDT,0.000017150/ 0.000017 USD,0.12 %,0.000017687/0.000016376,"93,378.804081800 USDT",
SPELL/USDT,0.0037099/ 0.00371 USD,-0.54 %,0.0038600/0.0035900,"93,267.7510151 USDT",
SCONEX/USDT,0.0111/ 0.0111 USD,-10.48 %,0.0188/0.0098,"92,977.6158 USDT",
REV/USDT,0.003720/ 0.00372 USD,-10.27 %,0.004199/0.003710,"92,960.084190 USDT",
LAYER/USDT,0.1581/ 0.158 USD,-1.80 %,0.1624/0.1555,"92,588.2245 USDT",
AVAT/USDT,0.115859/ 0.116 USD,-3.37 %,0.135018/0.114464,"92,440.986070 USDT",
PTX/USDT,0.0595/ 0.0595 USD,-4.65 %,0.0626/0.0590,"89,319.3864 USDT",
PERP/USDT,3.7400/ 3.74 USD,-1.84 %,3.8400/3.6100,"89,178.1699 USDT",
ETHOS/USDT,0.0130/ 0.0130 USD,-0.76 %,0.0137/0.0126,"87,384.7878 USDT",
OPUL/USDT,0.381761/ 0.382 USD,0.46 %,0.399409/0.369203,"86,278.992408 USDT",
KALAM/USDT,0.0348/ 0.0348 USD,-3.33 %,0.0361/0.0346,"85,255.8776 USDT",
FEAR/USDT,0.3826/ 0.383 USD,-4.06 %,0.3999/0.3763,"84,057.9699 USDT",
DBD/USDT,0.0638/ 0.0638 USD,-11.39 %,0.0747/0.0601,"83,559.2832 USDT",
MGT/USDT,0.002733/ 0.00273 USD,0.00 %,0.002754/0.002715,"83,425.893256 USDT",
WQT/USDT,0.011713/ 0.0117 USD,-0.51 %,0.011907/0.011512,"82,911.808964 USDT",
NUGGET/USDT,0.00000000101/ 0 USD,-3.81 %,0.00000000111/0.00000000097,"82,879.50881878166 USDT",
BHC/USDT,75.951/ 75.96 USD,2.66 %,76.690/73.216,"82,675.421 USDT",
MBT/USDT,0.003806/ 0.00381 USD,3.51 %,0.003860/0.003597,"81,688.454010 USDT",
STI/USDT,1.6169831369/ 1.62 USD,3.19 %,1.6320000000/1.5120000000,"81,148.3636382858 USDT",
WAL/USDT,0.228300/ 0.228 USD,-3.06 %,0.246500/0.219800,"80,552.374672 USDT",
YOOSHI/USDT,0.0000002595/ &lt; 0.000001 USD,-1.56 %,0.0000002637/0.0000002506,"80,175.9625307374 USDT",
BETU/USDT,0.110425/ 0.110 USD,0.39 %,0.110654/0.110000,"80,097.409371 USDT",
BETU/USDT,0.110425/ 0.110 USD,0.39 %,0.110654/0.110000,"80,097.409371 USDT",
RTT/USDT,0.00036724/ 0.000367 USD,-4.43 %,0.00038910/0.00036379,"76,216.76325764 USDT",
NSUR/USDT,0.000695/ 0.000695 USD,1.16 %,0.000710/0.000679,"76,205.073594 USDT",
SBR/USDT,0.021380/ 0.0214 USD,13.60 %,0.022440/0.017789,"75,908.209797 USDT",
DORA/USDT,4.6160/ 4.62 USD,-0.60 %,4.7500/4.4840,"75,057.6687 USDT",
AKITA/USDT,0.00000065300/ &lt; 0.000001 USD,-1.95 %,0.00000066604/0.00000064399,"74,661.95227910190 USDT",
VTHO/USDT,0.003575/ 0.00358 USD,0.28 %,0.003703/0.003498,"73,550.073104 USDT",
ARX/USDT,0.00734/ 0.00734 USD,-6.02 %,0.00798/0.00693,"73,518.96857 USDT",
XLPG/USDT,0.2311/ 0.231 USD,-0.17 %,0.2338/0.2274,"73,516.2008 USDT",
G1X/USDT,0.02996249/ 0.0300 USD,0.12 %,0.03082946/0.02991027,"73,214.52216626 USDT",
WCSOV/USDT,0.0516/ 0.0516 USD,-1.15 %,0.0528/0.0511,"73,168.7606 USDT",
MINA/USDT,2.0140/ 2.01 USD,2.18 %,2.0985/1.9159,"73,160.4489 USDT",
CTT/USDT,4.63/ 4.63 USD,0.00 %,5.34/4.57,"72,990.58 USDT",
EPIC/USDT,1.2982/ 1.3 USD,-13.42 %,1.6483/0.7001,"72,972.8936 USDT",
ARES/USDT,0.00601/ 0.00601 USD,-11.23 %,0.00677/0.00600,"72,528.68664 USDT",
GMD/USDT,0.013039/ 0.0130 USD,-0.08 %,0.014174/0.012019,"72,084.876400 USDT",
CDTC/USDT,0.002414/ 0.00241 USD,1.56 %,0.002477/0.002315,"70,322.146501 USDT",
SEON/USDT,0.00809/ 0.00809 USD,-6.47 %,0.00871/0.00804,"69,993.95757 USDT",
FALCONS/USDT,0.033549/ 0.0336 USD,0.91 %,0.034642/0.032518,"69,799.812132 USDT",
WGC/USDT,0.581348/ 0.581 USD,-0.06 %,0.585544/0.575125,"67,761.691447 USDT",
PLEX/USDT,1.3704/ 1.37 USD,-5.22 %,1.4458/1.3562,"67,185.2676 USDT",
AMC/USDT,0.0656/ 0.0656 USD,-0.15 %,0.0667/0.0643,"65,314.3865 USDT",
CSPD/USDT,0.00571117/ 0.00571 USD,-7.86 %,0.00619848/0.00571112,"65,017.10346426 USDT",
BLXM/USDT,0.555/ 0.555 USD,1.65 %,0.611/0.514,"63,899.891 USDT",
ARTEX/USDT,0.00671/ 0.00671 USD,-13.53 %,0.00871/0.00500,"63,706.08828 USDT",
XAVA/USDT,2.8754/ 2.88 USD,-1.81 %,2.9589/2.8289,"63,274.0130 USDT",
POLY/USDT,0.390600/ 0.391 USD,1.61 %,0.401200/0.378200,"61,797.995119 USDT",
RARI/USDT,6.3331/ 6.33 USD,-4.96 %,6.7080/6.2389,"61,606.0340 USDT",
UMA/USDT,5.5679/ 5.57 USD,-3.48 %,5.8040/5.4870,"61,235.3061 USDT",
MAKI/USDT,0.0128/ 0.0128 USD,11.30 %,0.0141/0.0112,"60,269.7558 USDT",
CFXT/USDT,0.00218068/ 0.00218 USD,9.58 %,0.00222449/0.00199000,"58,673.56650304 USDT",
GMR/USDT,0.0241/ 0.0241 USD,-1.23 %,0.0260/0.0232,"57,936.4818 USDT",
$CRDN/USDT,0.0282/ 0.0282 USD,2.92 %,0.0313/0.0265,"56,718.2526 USDT",
LUFFY/USDT,0.0000000004544/ 0 USD,8.94 %,0.0000000004832/0.0000000003832,"56,283.8075761390088 USDT",
CAST/USDT,0.229/ 0.229 USD,6.02 %,0.325/0.213,"55,645.356 USDT",
KAINET/USDT,0.007150/ 0.00715 USD,-0.83 %,0.007297/0.007091,"55,572.097749 USDT",
CHECK/USDT,0.0000581992/ 0.000058 USD,-0.31 %,0.0000595517/0.0000572490,"54,961.2291420118 USDT",
LTC/USDC,100.00/ 100.01 USD,-0.08 %,101.88/96.40,"54,093.90 USDC",
LYXE/USDT,11.669/ 11.67 USD,-0.12 %,11.994/11.100,"53,221.770 USDT",
AVG/USDT,0.31280/ 0.313 USD,-3.72 %,0.36350/0.28420,"53,158.23968 USDT",
GLD/USDT,0.0326/ 0.0326 USD,18.12 %,0.0378/0.0275,"51,510.8172 USDT",
PLT/USDT,13.393/ 13.39 USD,-0.90 %,14.843/10.786,"51,263.490 USDT",
PIG/USDT,0.000000039516/ &lt; 0.000001 USD,-0.96 %,0.000000040840/0.000000038599,"50,371.372760508802 USDT",
DAOVC/USDT,0.023438/ 0.0234 USD,0.34 %,0.033300/0.022918,"49,633.768688 USDT",
BHAX/USDT,0.0107690/ 0.0108 USD,0.11 %,0.0108279/0.0107081,"49,488.5377776 USDT",
DRSL/USDT,0.00001189/ 0.000012 USD,14.77 %,0.00001689/0.00001004,"48,971.91414052 USDT",
GEL/USDT,0.78620/ 0.786 USD,12.31 %,0.79130/0.67600,"48,858.67238 USDT",
WTON/USDT,0.369404/ 0.369 USD,2.57 %,0.377472/0.350302,"48,408.343078 USDT",
MONS/USDT,0.07510/ 0.0751 USD,4.70 %,0.07908/0.07161,"48,406.30176 USDT",
BBT/USDT,0.00297/ 0.00297 USD,1.71 %,0.00305/0.00269,"47,993.96657 USDT",
OMI/USDT,0.00251968/ 0.00252 USD,-7.21 %,0.00271549/0.00246728,"47,227.19058312 USDT",
TRAVA/USDT,0.0025/ 0.00250 USD,0.00 %,0.0026/0.0025,"47,008.9580 USDT",
BXTB/USDT,0.000174/ 0.000174 USD,-20.55 %,0.000220/0.000140,"46,549.423408 USDT",
LEASH/USDT,889.32/ 889.41 USD,-1.34 %,904.79/870.10,"46,389.50 USDT",
HODL/USDT,0.000000002312/ 0 USD,-1.32 %,0.000000002719/0.000000002198,"46,178.500248959608 USDT",
LITH/USDT,0.0034593/ 0.00346 USD,-6.98 %,0.0037289/0.0033969,"45,738.8262372 USDT",
HOTCROSS/USDT,0.161055/ 0.161 USD,-14.01 %,0.188873/0.152888,"45,695.831312 USDT",
THG/USDT,0.6186/ 0.619 USD,-0.66 %,0.6382/0.6054,"44,390.6895 USDT",
ANC/USDT,1.9200/ 1.92 USD,1.48 %,1.9550/1.8400,"43,767.9639 USDT",
FAKT/USDT,0.0360/ 0.0360 USD,-0.28 %,0.0384/0.0360,"42,300.1306 USDT",
DUET/USDT,0.1065/ 0.107 USD,18.73 %,0.1373/0.0897,"41,997.6671 USDT",
ZOON/USDT,0.001599/ 0.00160 USD,-7.03 %,0.001723/0.001573,"41,901.781056 USDT",
TNNS/USDT,0.063848/ 0.0639 USD,2.17 %,0.080495/0.054555,"41,540.539348 USDT",
RLY/USDT,0.1438/ 0.144 USD,-0.83 %,0.1482/0.1407,"41,240.3921 USDT",
RARE/USDT,0.5450/ 0.545 USD,-1.62 %,0.5581/0.5280,"40,947.9700 USDT",
KIBA/USDT,0.00004265/ 0.000043 USD,13.13 %,0.00004600/0.00003400,"40,845.21929760 USDT",
ANML/USDT,0.00884604/ 0.00885 USD,-6.38 %,0.00949873/0.00880000,"39,554.47612068 USDT",
DNF/USDT,0.0159/ 0.0159 USD,-10.17 %,0.0203/0.0157,"39,356.0853 USDT",
UPI/USDT,0.0489/ 0.0489 USD,2.73 %,0.0527/0.0466,"39,101.5594 USDT",
FREE/USDT,0.0000004749/ &lt; 0.000001 USD,-4.62 %,0.0000005600/0.0000004000,"38,026.0228496290 USDT",
LSP/USDT,0.02307/ 0.0231 USD,-1.70 %,0.02360/0.02287,"37,841.77134 USDT",
HMT/USDT,0.3302/ 0.330 USD,-0.90 %,0.3599/0.3301,"37,828.7402 USDT",
LARIX/USDT,0.002847/ 0.00285 USD,-2.63 %,0.002951/0.002832,"37,734.082326 USDT",
PLANETS/USDT,0.0511/ 0.0511 USD,-0.58 %,0.0568/0.0482,"37,314.0338 USDT",
$SANDWICH/USDT,0.00388394/ 0.00388 USD,4.89 %,0.00401401/0.00359200,"36,514.92528134 USDT",
MMETA/USDT,0.355/ 0.355 USD,4.72 %,0.370/0.306,"36,317.406 USDT",
PKT/USDT,0.00500/ 0.00500 USD,-3.10 %,0.00670/0.00498,"36,170.79958 USDT",
KLV/USDT,0.0336/ 0.0336 USD,-4.00 %,0.0410/0.0284,"35,106.4168 USDT",
GOAL/USDT,0.6800/ 0.680 USD,-0.29 %,0.6848/0.6792,"34,532.2631 USDT",
DODI/USDT,0.00398/ 0.00398 USD,0.25 %,0.00424/0.00305,"34,020.24682 USDT",
KATA/USDT,0.000412/ 0.000412 USD,7.85 %,0.000449/0.000368,"33,645.919944 USDT",
BABY/USDT,0.2799/ 0.280 USD,0.47 %,0.2880/0.2754,"33,400.6496 USDT",
ASS/USDT,0.0000000010079/ 0 USD,-0.60 %,0.0000000010440/0.0000000010000,"33,217.2813516765078 USDT",
RIT20/USDT,0.0089/ 0.00890 USD,-3.26 %,0.0105/0.0088,"32,496.8102 USDT",
SOLAR/USDT,0.027000/ 0.0270 USD,-7.28 %,0.029534/0.024650,"32,277.306138 USDT",
$MESA/USDT,0.0000003500/ &lt; 0.000001 USD,-2.78 %,0.0000003600/0.0000003455,"32,128.4930622718 USDT",
BSV/USDT,77.4234/ 77.43 USD,-0.39 %,78.5038/75.9430,"31,768.7751 USDT",
O3/USDT,0.3063/ 0.306 USD,-1.32 %,0.3119/0.2998,"31,306.3313 USDT",
INDI/USDT,0.3250/ 0.325 USD,-2.05 %,0.3326/0.3239,"30,643.0966 USDT",
REUM/USDT,0.000000000257/ 0 USD,-0.77 %,0.000000000278/0.000000000255,"30,528.905022940192 USDT",
JRIT/USDT,0.239111/ 0.239 USD,2.71 %,0.247164/0.232066,"30,119.698650 USDT",
BERS/USDT,0.00950005/ 0.00950 USD,-5.06 %,0.01000629/0.00950005,"29,896.60020352 USDT",
ACU/USDT,13.6633/ 13.66 USD,0.11 %,14.0358/13.1612,"29,277.4845 USDT",
DOGECOIN/USDT,0.00000000637/ &lt; 0.000001 USD,10.78 %,0.00000000649/0.00000000575,"29,236.11713353458 USDT",
STMX/USDT,0.01666981/ 0.0167 USD,0.71 %,0.01687933/0.01607200,"28,897.78099193 USDT",
UBT/USDT,0.61064968/ 0.611 USD,-4.67 %,0.69925808/0.56814996,"28,837.31711463 USDT",
VAB/USDT,0.00568962/ 0.00569 USD,-0.09 %,0.00588343/0.00496344,"28,586.65433062 USDT",
SUB/USDT,0.0036/ 0.00360 USD,-5.26 %,0.0039/0.0034,"27,286.2392 USDT",
NIFT/USDT,0.0295/ 0.0295 USD,-10.88 %,0.0350/0.0184,"27,176.7636 USDT",
KT/USDT,0.015593/ 0.0156 USD,2.19 %,0.016742/0.014693,"26,980.583861 USDT",
CART/USDT,0.0507/ 0.0507 USD,3.05 %,0.0516/0.0470,"25,994.8207 USDT",
SKL/USDT,0.159000/ 0.159 USD,-2.77 %,0.165128/0.156400,"25,850.567183 USDT",
MILK/USDT,0.00022480/ 0.000225 USD,-1.19 %,0.00023596/0.00021938,"25,818.52837860 USDT",
SHIRYO/USDT,0.000000000016/ 0 USD,-5.88 %,0.000000000017/0.000000000014,"25,557.091181363062 USDT",
LOOT/USDT,1.4369/ 1.44 USD,-0.29 %,1.4436/1.4355,"25,351.5164 USDT",
TORG/USDT,0.000394/ 0.000394 USD,-0.76 %,0.000400/0.000393,"25,029.658126 USDT",
MrFOX/USDT,0.04256654/ 0.0426 USD,2.40 %,0.04300000/0.03800001,"24,781.99974118 USDT",
STACK/USDT,0.061323/ 0.0613 USD,7.02 %,0.061323/0.055670,"23,116.502994 USDT",
VLTY/USDT,0.0204297/ 0.0204 USD,0.69 %,0.0204759/0.0200718,"22,860.4804176 USDT",
ZBC/USDT,0.040350/ 0.0404 USD,1.31 %,0.041551/0.037869,"22,098.883567 USDT",
DFC/USDT,0.000000004829/ 0 USD,0.86 %,0.000000005106/0.000000004648,"21,989.997187520146 USDT",
ETERNAL/USDT,0.620/ 0.620 USD,-5.92 %,0.675/0.602,"21,986.619 USDT",
BP/USDT,0.061266/ 0.0613 USD,0.61 %,0.062154/0.060467,"21,590.085350 USDT",
VRA/USDT,0.017655/ 0.0177 USD,0.09 %,0.018036/0.016505,"21,257.221928 USDT",
AKN/USDT,0.0533/ 0.0533 USD,-18.50 %,0.0654/0.0496,"21,137.8272 USDT",
VICA/USDT,1.7197/ 1.72 USD,7.33 %,2.4891/1.6022,"20,728.6646 USDT",
SHINTAMA(1M)/USDT,0.00000000002853/ 0 USD,-19.36 %,0.00000000003539/0.00000000002466,"20,676.43414805118962 USDT",
EGC/USDT,0.000000532/ &lt; 0.000001 USD,6.19 %,0.000000549/0.000000480,"19,794.367317432 USDT",
QRX/USDT,0.013051/ 0.0130 USD,35.75 %,0.015400/0.009215,"19,018.322584 USDT",
FRR/USDT,0.01408/ 0.0141 USD,4.53 %,0.01647/0.01343,"18,784.84435 USDT",
WBTC/USDT,"38,841.86/ 38,845.91 USD",1.56 %,"39,366.44/37,711.98","18,517.54 USDT",
KOL/USDT,0.020910/ 0.0209 USD,-5.52 %,0.022236/0.019795,"18,355.357100 USDT",
MCRT/USDT,0.005206/ 0.00521 USD,-0.89 %,0.005426/0.004998,"17,604.796250 USDT",
EGL/USDT,0.000000020036/ &lt; 0.000001 USD,-28.01 %,0.000000033998/0.000000016502,"17,042.533430751230 USDT",
EFI/USDT,0.379770/ 0.380 USD,-2.23 %,0.392356/0.365888,"16,176.211058 USDT",
MRI/USDT,0.03477/ 0.0348 USD,2.60 %,0.04600/0.03000,"15,956.73630 USDT",
ONE/USDT,0.1011/ 0.101 USD,-2.69 %,0.1045/0.0925,"15,802.8124 USDT",
XI/USDT,0.108294/ 0.108 USD,3.48 %,0.112215/0.103976,"15,524.040421 USDT",
SST/USDR,0.452424/ 0.316 USD,1.41 %,0.468837/0.445550,"14,664.630508 USDR",
LEOS/USDT,0.277801/ 0.278 USD,-1.36 %,0.295020/0.270403,"14,575.828739 USDT",
LOVELY/USDT,0.0000000519/ &lt; 0.000001 USD,-1.70 %,0.0000000625/0.0000000500,"14,492.6291215970 USDT",
BONDLY/USDT,0.0302/ 0.0302 USD,2.37 %,0.0311/0.0291,"14,368.9468 USDT",
KISHU/USDT,0.000000001174/ 0 USD,-3.06 %,0.000000001225/0.000000001080,"13,676.501757379808 USDT",
TERA/USDT,0.000000002616/ 0 USD,10.43 %,0.000000002873/0.000000002001,"13,626.929935538108 USDT",
APOLLO/USDT,0.000055100/ 0.000055 USD,55.65 %,0.000059000/0.000035399,"13,344.275308904 USDT",
WSIENNA/USDT,4.106/ 4.11 USD,-2.91 %,4.321/4.101,"12,916.781 USDT",
FIO/USDT,0.0985/ 0.0985 USD,1.65 %,0.1029/0.0957,"12,496.2810 USDT",
MEFA/USDT,0.000529705/ 0.000530 USD,-10.22 %,0.000612852/0.000520001,"12,205.174349670 USDT",
TCG2/USDT,0.412565/ 0.413 USD,1.92 %,0.999999/0.150001,"11,873.237486 USDT",
TOK/USDT,0.03377006/ 0.0338 USD,-0.79 %,0.03448455/0.03295970,"11,636.69688516 USDT",
MRCR/USDT,0.01172/ 0.0117 USD,19.47 %,0.01371/0.00842,"11,307.35236 USDT",
SYNR/USDT,0.049814/ 0.0498 USD,-6.54 %,0.053302/0.049814,"10,463.561592 USDT",
LILFLOKI/USDT,0.000000000461/ 0 USD,-1.91 %,0.000000000488/0.000000000412,"10,274.677633779944 USDT",
